Abstract,Keywords
" [ purpose ] the purpose of this study was to analyze the effects of pilates exercise on 
 static and dynamic balance in chronic stroke patients . [ subjects and methods ] nineteen 
 individuals with unilateral chronic hemiparetic stroke ( age , 64.7  6.9  years ; height , 
 161.7  7.9  cm ; weight , 67.0  11.1  kg ) 
 were randomly allocated to either a pilates 
 exercise group ( pg , n=10 ) or a control group ( cg , n=9 ) . 
 the pg attended 24 exercise 
 sessions conducted over an 8-week period ( 3 sessions / week ) . 
 center of pressure ( cop ) sway 
 and cop velocity were measured one week before and after the exercise program and compared 
 to assess training effects . 
 [ results ] pilates exercise positively affected both static and 
 dynamic balance in patients with chronic stroke . 
 for static balance , cop sway and velocity 
 in the medial - lateral ( m - l ) and anterior - posterior ( a - p ) directions were significantly 
 decreased in the pg after training while no significant differences were found in the cg . 
 for dynamic balance , measured during treadmill walking , 
 the pg showed significantly 
 reduced cop sway and velocity in the m - l and a - p directions for both the paretic and 
 non - paretic leg . 
 [ conclusions ] the findings provide initial evidence that pilates exercise 
 can enhance static and dynamic balance in patients with chronic stroke . ","exercise, balance, pilates, pg, cop"
" heterotopic pregnancy is rare event and the risk is increased with assisted reproductive technology procedures . 
 heterotopic cervical pregnancy is even more unusual . 
 we report a rare case of heterotopic cervical pregnancy that was managed successfully . 
 a 36-year - old women who conceived by ivf - icsi was diagnosed with heterotopic cervical pregnancy . 
 she visited the emergency room with vaginal bleeding at 5 weeks of gestation and underwent careful intracervical gestational sac reduction with forceps under abdominal guidance the next day . 
 the postoperative course was uneventful and with regular check - ups , the intrauterine pregnancy ( iup ) progressed unremarkably through 41 weeks with delivery of a healthy newborn . 
 we reviewed a total of 37 cases of heterotopic pregnancy that have been reported in the english language literature . 
 there have been many attempts to eliminate the cervical embryo while preserving the iup , and complete cervical evacuation is important in order to avoid infection , bleeding , and premature birth . ","heterotopic, pregnancy, cervical, iup, bleeding"
" 
 background . 
 weight - loss behaviours are highly prevalent among adolescents , and body weight perception motivates weight control practices 
 . however , little is known about the association of body weight perception , and weight control practices among teenagers in mauritius . 
 the aim of this study is to investigate the relationships between actual body weight , body weight perception , and weight control practices among teenagers 
 . methods . 
 a questionnaire - based survey was used to collect data on anthropometric measurements , weight perception and weight control practices from a sample of 180 male and female students ( 90 boys and 90 girls ) aged between 13 and 18 years old 
 . results . based on bmi , 
 11.7% of students were overweight . 
 overall , 43.3% of respondents reported trying to lose weight ( 61.1% girls and 25.6% boys ) . 
 weight - loss behaviours were more prevalent among girls . among the weight - loss teens , 88.5% 
 students perceived themselves as overweight even though only 19.2% were overweight . 
 reducing fat intake ( 84.6% ) , exercising ( 80.8% ) , and increasing intake of fruits and vegetables ( 73.1% ) and decreasing intake of sugar ( 66.7% ) were the most commonly reported methods to lose weight . conclusion . 
 body weight perception was poorly associated with actual weight status . 
 gender difference was observed in body weight perception . ","weight, perception, practices, body, overweight"
" 
 objectives . to determine whether obesity correction equations for the canadian general population , which are dependent on the prevalence of obesity , are appropriate for use in atlantic canada , which has the highest obesity rates in the country . also , to compare the accuracy of the national equations to equations developed specifically for the atlantic canadian population . methods . 
 the dataset consisted of canadian community health survey ( cchs ) 2007 - 2008 data collected on 17,126 atlantic canadians and a subsample of adults , who provided measured height and weight ( mhw ) data . 
 atlantic correction equations were developed in the mhw subsample . using separate multiple regression models for men and women , self - reported body mass index ( bmi ) 
 was corrected by multiplying the self - reported estimate by its corresponding model coefficient and adding the model intercept . 
 paired t - tests were used to determine whether corrected mean bmi values were significantly more accurate ( i.e. , closer to measured data ) than the equivalent means based on self - reported data . 
 the analyses were repeated using the national equations . 
 results . 
 both the atlantic and the national equations yielded corrected obesity estimates that were significantly more accurate than those based on self - report . 
 conclusion . 
 the results provide some evidence of the generalizability of the national equations to atypical regions of canada . ","equations, atlantic, obesity, national, canadian"
" the retrosplenial cortex is a cytoarchitecturally distinct brain structure located in the posterior cingulate gyrus and bordering the splenium , precuneus , and calcarine fissure . 
 functional imaging suggests that the retrosplenium is involved in memory , visuospatial processing , proprioception , and emotion.we report on a patient who developed reversible verbal and visual memory deficits following a stroke . 
 neuropsychological testing revealed both anterograde and retrograde memory deficits in verbal and visual modalities . 
 brain diffusion - weighted and t2-weighted magnetic resonance imaging ( mri ) demonstrated an acute infarction of the left retrosplenium . ","memory, weighted, retrosplenium, verbal, deficits"
" abstractobjective : to identify , characterize , and quantify associations of various factors with quality of life ( qol ) in patients with asthma , according to the pharmacotherapy employed . 
 methods : this was a cross - sectional study involving 49 patients (  18 years of age ) with severe uncontrolled or refractory asthma treated at a specialized outpatient clinic of the brazilian unified health care system , regularly using high doses of inhaled corticosteroids ( ics ) or other medications , and presenting comorbidities . at a single time point , qol was assessed with the asthma quality of life questionnaire ( aqlq ) . 
 the overall aqlq score and those of its domains were correlated with demographic variables ( gender and age ) ; asthma control questionnaire score ; pharmacotherapy ( initial ic dose , inhaler devices , and polytherapy ) ; and comorbidities . 
 results : better aqlq scores were associated with asthma control - overall ( or = 0.38 ; 95% ci : 0.004 - 0.341 ; p < 0.001 ) , "" symptoms "" domain ( or = 0.086 ; 95% ci : 0.016 - 0.476 ; p = 0.001 ) , and "" emotional function "" domain ( or = 0.086 ; 95% ci : 0.016 - 0.476 ; p = 0.001)-and with ic dose  800 g-""activity limitation "" domain ( or = 0.249 ; 95% ci : 0.070 - 0.885 ; p = 0.029 ) . 
 worse aqlq scores were associated with polytherapy-""activity limitation "" domain ( or = 3.651 ; 95% ci : 1.061 - 12.561 ; p = 0.036)-and number of comorbidities  5-""environmental stimuli "" domain ( or = 5.042 ; 95% ci : 1.316 - 19.317 ; p = 0.015 ) . conclusions : our results , the importance of this issue , and the lack of studies taking pharmacotherapy into consideration warrant longitudinal studies to establish a causal relationship between the identified factors and qol in asthma patients . ","asthma, domain, ci, 95, aqlq"
" objectivesantibiotic resistance is a major public health concern and is greatly exacerbated by inappropriate antibiotic use at a community level . 
 the aim of this study was to ascertain which attitudes of community pharmacists were related to inappropriate antibiotic dispensing.methodswe conducted a cross - sectional study of community pharmacists in a region situated in northern spain ( n  =  393 ) . 
 personal interviews were conducted using a self - administered questionnaire . 
 the degree of agreement with each item of knowledge and attitude was measured using an unnumbered , horizontal visual analogue scale , with replies being scored from 0 ( total disagreement ) to 10 ( total agreement ) . 
 the data were analysed using logistic regression.resultsof the total of 286 pharmacists ( 72.8% ) who completed the questionnaire , 185 ( 64.7% ) acknowledged having undertaken dispensing of antibiotics without a medical prescription ( dawmp ) . 
 attitudes such as patient complacency , external responsibility , indifference and insufficient knowledge were shown to be related to dawmp . 
 in contrast , no association was found with any of the pharmacists ' personal or professional traits.conclusionsthis study confirms that , albeit unlawful , dawmp is a common practice in spanish pharmacies . 
 dawmp was seen to be usually associated with some of the attitudes evaluated . ","dawmp, pharmacists, attitudes, community, dispensing"
" introductionmorphea is an inflammatory skin disorder characterized by excessive collagen deposition . 
 although treatment algorithms for morphea subtypes have been suggested , no consistent recommendations are available . 
 this study attempts to evaluate the clinical efficacy of methotrexate ( mtx ) as monotherapy in refractory generalized morphea.methodsit is a retrospective study , including 20 patients who had already been treated with various topical and systemic therapies with minimal clinical improvement . 
 patients received orally mtx at a of dosage 15 mg once weekly . 
 duration of the use , dosage of mtx , and adverse events were recorded . 
 clinical assessment of skin lesions was performed and documented.resultsthe mean disease duration was 27 months before the initiation of mtx treatment . 
 after 12 months of therapy , very good response was achieved in 6 patients ( 30% ) , good response in 10 patients ( 50% ) , and fair response in 2 patients ( 10% ) , while 2 patients ( 10% ) had failed treatment . 
 patients were followed up for a mean time interval of 21 months . 
 no serious adverse event was recorded.conclusionmtx has been already proved to be an effective and well - tolerated treatment in pediatric patients with morphea . 
 the majority of the group of adult patients showed very good and good improvement when treated with mtx . 
 although this is an uncontrolled study , mtx monotherapy was considered a safe and effective treatment for the management of this specific clinical subset of morphea in adults . ","mtx, morphea, patients, good, monotherapy"
" purposethe purpose of this study was to compare retinal nerve fiber layer ( rnfl ) thickness and optical coherence tomography angiography ( oct - a ) retinal vasculature measurements in healthy , glaucoma suspect , and glaucoma patients.methodstwo hundred sixty - one eyes of 164 healthy , glaucoma suspect , and open - angle glaucoma ( oag ) participants from the diagnostic innovations in glaucoma study with good quality oct - a images were included . 
 retinal vasculature information was summarized as a vessel density map and as vessel density ( % ) , which is the proportion of flowing vessel area over the total area evaluated . 
 two vessel density measurements extracted from the rnfl were analyzed : ( 1 ) circumpapillary vessel density ( cpvd ) measured in a 750-m - wide elliptical annulus around the disc and ( 2 ) whole image vessel density ( wivd ) measured over the entire image . 
 areas under the receiver operating characteristic curves ( auroc ) were used to evaluate diagnostic accuracy.resultsage-adjusted mean vessel density was significantly lower in oag eyes compared with glaucoma suspects and healthy eyes . 
 ( cpvd : 55.1  7% , 60.3  5% , and 64.2  3% , respectively ; p < 0.001 ; and wivd : 46.2  6% , 51.3  5% , and 56.6  3% , respectively ; p < 0.001 ) . 
 for differentiating between glaucoma and healthy eyes , the age - adjusted auroc was highest for wivd ( 0.94 ) , followed by rnfl thickness ( 0.92 ) and cpvd ( 0.83 ) . 
 the aurocs for differentiating between healthy and glaucoma suspect eyes were highest for wivd ( 0.70 ) , followed by cpvd ( 0.65 ) and rnfl thickness ( 0.65).conclusionsoptical coherence tomography angiography vessel density had similar diagnostic accuracy to rnfl thickness measurements for differentiating between healthy and glaucoma eyes . 
 these results suggest that oct - a measurements reflect damage to tissues relevant to the pathophysiology of oag . ","glaucoma, vessel, density, rnfl, eyes"
" wegener s granulomatosis ( wg ) is a rare , systemic vasculitis involving multiple organs . 
 the clinical presentation is highly diverse , and there is considerable risk of mortality if diagnosis and treatment are delayed . 
 we present a case illustrating that patients with wg may initially present with localized cutaneous symptoms and signs . ","wg, illustrating, granulomatosis, wegener, considerable"
" background and objectives : if surgery is indicated for primary spontaneous pneumothorax ( psp ) , video - assisted thoracoscopic surgery ( vats ) using an endoscopic linear cutter to resect the involved blebs is the most popular treatment . 
 we tried to determine whether closure of the blebs with sutures without resection is also efficacious enough to treat psp.methods:we prospectively analyzed 22 episodes of psp in 21 patients from january 2001 to april 2002 . 
 we endosutured the blebs , without removing them , no matter what the size and the number of the blebs were . 
 coagulation pleurodesis was added in every case . 
 only 3 ports were needed during the procedure.results:morbidity and cost efficiency were acceptable . 
 two recurrences were experienced . 
 the reasons for the recurrences were poor performance of the endo - suture in 1 patient , and no obvious blebs found in the other.conclusions:we believe that vats wedge closure of blebs by imbricating and buttressing them , without resection , is a feasible and effective alternative treatment for primary spontaneous pneumothorax . ","blebs, psp, vats, pneumothorax, closure"
" primary hyperparathyroidism often presents with protean manifestations , resulting in delayed diagnosis . at times , aberrant 
 development and migration of the gland leads to ectopic location leading to problems in localization . 
 judicious use of combination methods of localization is recommended in treatment failure or recurrent disease . 
 we report the use of single photon emission computed tomography - ct in precise localization of parathyroid adenoma in a patient with failed initial surgery . ","localization, use, protean, migration, gland"
" objectivesymptomatic thoracic disc herniation often requires prompt surgical treatment to prevent neurological deterioration and permanent deficits . 
 anterior approaches offer direct visualization and access to the herniated disc and anterior dura but require access surgeons and are often associated with considerable postoperative pain and pulmonary complications . 
 a disadvantage with using posterior approaches in the setting of central calcified thoracic disc herniation however , has been the limited visualization of anterior dura and difficulty to accurately assess the extent of decompression.methodswe report our experience with intraoperative ultrasound ( us ) guidance during a modified posterior transpedicular approach for removal of a central calcified thoracic disc herniation with a review of pertinent literature.resultsthe herniated thoracic disc was successfully removed with posterior approach with the aid of intraoperative us . 
 the patient had significant neurological improvement at three months follow-up.conclusionintraoperative ultrasound is a simple yet valuable tool for real - time imaging during transpedicular thoracic discectomy . 
 visualization provided by intraoperative us increases the safety profile of posterior approaches and may make thoracotomy unnecessary in a selected group of patients , especially when a patient has existing pulmonary disease or is otherwise not medically fit for the transthoracic approach . ","disc, thoracic, intraoperative, visualization, posterior"
" acute hemorrhagic leukoencephalitis ( ahle ) is a rare demyelinating disease characterized by an acute rapidly progressive fulminant inflammation of the white matter . in this case report 
 , we introduce a case of ahle in children with an interesting and lengthy process and successful treatment.a previously healthy 13-year - old girl was admitted to the hospital because of fever and loss of consciousness . 
 after 4 days , she was referred to our pediatric intensive care unit in mashhad , iran . on admission , she had right - sided parotiditis . with a diagnosis of ahle , 
 our patient was treated with methylprednisolone , intravenous immunoglobulin , acyclovir , and plasmapheresis.ahle is a rare and severe demyelinating disease , the mortality and morbidity of which can be decreased by early detection and treatment with steroid therapy , intravenous immunoglobulin , acyclovir , and plasmapheresis . ","ahle, plasmapheresis, acyclovir, demyelinating, immunoglobulin"
" we investigated the clinical significance of large difference (  2 points ) between biopsy - derived ( bgs ) and post - prostatectomy gleason scores ( pgs ) . 
 at 14 medical centers in korea , 1,582 men who underwent radical prostatectomy for prostate cancer were included . according to the difference between bgs and pgs , 
 the patients were divided into three groups : a ( decreased in pgs  2 , n = 30 ) , b ( changed in pgs  1 , n = 1,361 ; control group ) , and c ( increased in pgs  2 , n = 55 ) . 
 we evaluated various clinicopathological factors of prostate cancer and hazards for biochemical failure . 
 group a showed significantly higher mean maximal percentage of cancer in the positive cores ( max% ) and pathological t stage than control . in group c , 
 the number of biopsy core was significantly smaller , however , tumor volume and max% were significantly higher and more positive biopsy cores were presented than control . 
 worse pathological stage and more margin - positive were observed in group a and c than in control . 
 hazard ratio for biochemical failure was also higher in group a and c ( p = 0.001 ) . 
 however , the groups were not independent factors in multivariate analysis . in conclusion , 
 large difference between bgs and pgs shows poor prognosis even in the decreased group . 
 however it is not an independent prognostic factor for biochemical failure . ","pgs, bgs, group, biochemical, biopsy"
" we prospectively studied the feasibility and effectiveness of sputum induction in obtaining good quality sputum and its subsequent bacterial yield in children with clinically suspected acute lower - respiratory - tract infection ( alrti ) . 
 good quality sputum was collected in 89/98 ( 91% ) patients . 
 sputum cultures revealed 1 bacterial pathogens in 22 cases ( 25% ) . 
 adverse events were infrequent and mild ( 6% ) . 
 sputum induction is feasible in young children and leads to an increased number of etiological diagnoses of alrti . ","sputum, alrti, bacterial, induction, good"
" to assess an impact of vascular risk factors on ambulatory blood pressure measurement ( abpm ) in the elderly , we followed up a population - based cohort of men from 68 until 82 years , when 104 survivors underwent abpm . 
 results . at age 68 
 , hypertension and high clinic blood pressure ( cbp ) did not predict abpm level . 
 smoking and low ankle - brachial index ( abi ) predicted higher abpm variability and pulse pressure ( pp ) , but not absolute abpm values . at age 82 , hypertension , high or increasing 
 cbp , strongly positively correlated with all variables of abpm . 
 carotid stenosis , low or declining abi during followup , correlated with higher nocturnal abpm and pp . concluding . 
 hypertension and vascular risk factors in a cohort of 68-year - old men do not result in higher abpm at age 82 , possibly due to inflection point in their pressure development . 
 higher abpm reflects instead an increasing cbp and aggravating atherosclerosis during the preceding decade in that part of the cohort with previously favorable risk factor status . ","abpm, cbp, pressure, 82, hypertension"
" regenerative medicine is an emerging field of biotechnology that combines various aspects of medicine , cell and molecular biology , materials science and bioengineering in order to regenerate , repair or replace tissues.the oral surgery and maxillofacial surgery have a role in the treatment of traumatic or degenerative diseases that lead to a tissue loss : frequently , to rehabilitate these minuses , you should use techniques that have been improved over time . since 1990 
 , we started with the use of growth factors and platelet concentrates in oral and maxillofacial surgery ; in the following period we start to use biomaterials , as well as several type of scaffolds and autologous tissues . 
 the frontier of regenerative medicine nowadays is represented by the mesenchymal stem cells ( mscs ) : overcoming the ethical problems thanks to the use of mesenchymal stem cells from adult patient , and with the increasingly sophisticated technology to support their manipulation , mscs are undoubtedly the future of medicine regenerative and they are showing perspectives unimaginable just a few years ago . 
 most recent studies are aimed to tissues regeneration using mscs taken from sites that are even more accessible and rich in stem cells : the oral cavity turned out to be an important source of mscs with the advantage to be easily accessible to the surgeon , thus avoiding to increase the morbidity of the patient.the future is the regeneration of whole organs or biological systems consisting of many different tissues , starting from an initial stem cell line , perhaps using innovative scaffolds together with the nano - engineering of biological tissues . ","mscs, tissues, stem, medicine, regenerative"
" backgroundabnormal lipid levels are considered one of the most significant risk factors for atherosclerosis and coronary artery disease , two of the main causes of death worldwide . 
 apart from monogenic cases of hypercholesterolemia , most of the common dyslipidemias are caused by a number of low - impact polymorphisms . 
 it has recently been reported that frequent polymorphisms at a large number of loci are significantly associated with one or more blood lipid parameters in many populations . 
 identifying these associations in different populations and estimating the possible interactions between genetic models are necessary to explain the underlying genetic architecture of the associated loci and their ultimate impact on lipid - associated traits.methodswe estimated the association between 144 common single - nucleotide polymorphisms ( snps ) from published genome - wide association studies and the levels of total cholesterol , low- and high - density lipoprotein  cholesterol , and triglycerides in 1273 individuals from the genome database of the latvian population . 
 we analyzed a panel of 144 common snps with illumina goldengate genotyping assays on the illumina beadxpress system.resultsten snps at the cetp locus and two at the mlxipl locus were associated with reduced high - density lipoprotein  
 cholesterol levels ; one snp at the tomm40 locus was associated with increased low - density lipoprotein  
 cholesterol ; and four snps at the mlxipl locus were associated with increased log triglyceride levels . 
 there was also a significant correlation between the number of risk alleles and all the lipid parameters , suggesting that the coexistence of many low - impact snps has a greater effect on the dyslipidemia phenotype than the individual effects of found snps.conclusionwe conclude that the cetp , mlxipl , and tomm40 loci are the strongest genetic factors underlying the variability in lipid traits in our population . ","snps, lipid, locus, cholesterol, mlxipl"
" hodgkin s lymphoma ( hl ) originates from clonal b cells and is the most common malignancy in the second decade of life . 
 liver involvement is uncommon at presentation in patients with hl and there is a paucity of data for treatment of patients with severely impaired liver function . 
 we present an unusual case of hl with severe hepatic impairment , splenomegaly and multiple chromosomal abnormalities that was treated initially with gemcitabine and steroids . 
 once liver function tests improved , six cycles of adriamycin , bleomycin , vinblastine , and dacarbazine were administered . 
 the patient remains in remission at 3.5 years of follow - up . ","hl, liver, function, dacarbazine, vinblastine"
" purposecancer - related inflammation affects many aspects of malignancy . 
 we confirm the effects of early postoperative systemic inflammation on cancer prognosis.materials and methodssix hundred consecutive patients underwent surgery for colorectal cancer from 2006 to 2009 . 
 measurements of white blood cells , neutrophils , lymphocytes , monocytes , and platelet counts were performed preoperatively , daily until the fourth postoperative day , and subsequently every two days . 
 patients were divided into three groups based on the days spent on the leukocyte count to drop below 10,000/mm3 after surgery.resultspreoperative white blood cell ( wbc ) counts correlated with stage of disease . in univariate survival analyses , tumor , node , metastasis 
 ( tnm ) stage , and monocyte count were associated with cancer - free survival . 
 in addition , cancer - free survival outcomes were worse in patients who required more than four days for the normalization of wbc count . 
 a tnm stage greater than ii and the neutrophil lymphocyte ratio were associated with the duration of overall survival . in a multivariate analysis of these significant variables , tnm stage , an interval longer than four days for normalization of wbc counts and monocyte count independently associated with cancer - free survival.conclusionpostoperative early inflammatory phase and preoperative monocyte count correlate with poor colon cancer prognosis . 
 we can conclude that preoperative and postoperative inflammatory response and period unfavorably affect the metastatic microenvironment . ","count, cancer, survival, tnm, wbc"
" retrorectal cystic hamartoma , also known as tailgut cyst , is a rare congenital developmental lesion arising from postnatal primitive gut remnants in the retrorectal space . 
 the rarity of the lesion and its anatomical position usually leads to difficulty in diagnosis and surgical management . 
 this cyst predominantly occurs in women ( female to male ratio , 3:1 ) . 
 tailgut cysts can present as incidental findings during the routine examination but over half of the patients are thought to present with symptoms . 
 computed tomography or magnetic resonance imaging has a crucial role in diagnosing these misdiagnosed cysts . 
 complete surgical excision is the treatment of choice for tailgut cysts as this provides a definitive diagnosis , relieves symptoms , and prevents possible complications such as infection , fistula formation , and malignant degeneration . 
 we present a case of a 40-year - old female , who presented to us with lower back swelling ( 7 cm  5 cm ) for last 2 years , which had become more prominent to her while sitting . 
 the patient was investigated . 
 ultrasonography demonstrated ill - defined large cystic lesion ( 8 cm  7 cm ) , posterior to the uterus . 
 fine needle aspiration cytology suggested sebaceous cyst . 
 a lumbosacral contrast - enhanced computed tomography demonstrated well - defined fluid density mass / collection with enhancing walls in the retrorectal , presacral , precoccygeal area , and suggested tailgut duplication cyst / retrorectal cystic hamartoma . 
 surgical complete excision of the cystic mass was done with both anterior ( transabdominal ) and posterior approach . 
 histopathology confirmed a tailgut cyst . ","tailgut, cyst, retrorectal, cystic, cm"
" background : ala - al - din abu al - hassan ali ibn abi - hazm al - qarshi al - dimashqi , known as ibn al - nafis ( 1210 - 1288 ad ) , was a muslim syrian physician primarily famous for being the first to describe the pulmonary circulation of the blood . 
 the most voluminous of his books is alshamel fi sanaat tebbiat , which is a comprehensive medical encyclopedia . 
 it comprised 300 volumes of notes , from which only 80 volumes are published . 
 his writings are cataloged in many libraries around the world . 
 the aim of this review article , as a tribute to ibn al - nafis , was to introduce his valuable but neglected encyclopedia of materia medica.methods:ibn al - nafis traditional approach in his  alshamel fi sanaat tebbiat  book is studied in the present article.results:alshamel 
 fi sanaat tebbiat covers three branches of knowledge . 
 the first category is devoted to theoretical traditional medicine . 
 the second is in four sections where much of it is not available yet . 
 the third category is on materia medica covering the aspect of unani medicine , from which only 28 volumes of the comprehensive book on the traditional medicine have been found so far . 
 the latter , introduces mono - ingredient medications in alphabetical order . each chapter , in several parts , 
 is dedicated to the botanical characteristics and nature of each mono - ingredient medication . 
 in addition , this book explains traditional pharmacokinetic of every single medication for each human body organs.conclusion:based on pharmaco - mechanistic perspective on alshamel fi sanaat tebbiat , it could be considered as the main reference book on traditional medicine and pharmacy , worthy of revival . ","al, book, tebbiat, sanaat, fi"
" fondaparinux sodium is a synthetic , sulfated pentasaccharide , selective factor xa inhibitor , a safe and effective antithrombotic agent indicated for preventing thrombus formation in patients with acute coronary syndromes , including those with st - segment elevation myocardial infarction ( stemi ) , non - stemi ( nstemi ) , or unstable angina . 
 major bleeding is rarely known to exist with the use of fondaparinux and to best of our knowledge there exist no isolated case report presenting with fondaparinux - induced major bleeding prescribed for recently diagnosed nstemi . 
 the case report highlights , a need for clinicians to have a sound understanding of anticoagulant pharmacology , dosing , toxicity , individualized approach , and predicting the risk of bleeding before they are prescribed to advancing age persons . ","fondaparinux, bleeding, nstemi, stemi, prescribed"
" airway management in patients with complex maxillofacial injuries is a challenge to anesthesiologists . 
 submental intubation is a useful technique that is less invasive than tracheostomy in securing the airways where orotracheal and nasotracheal intubation can not be performed . 
 this procedure avoids the use of tracheostomy and bypasses its associated morbidities . 
 a flexible and kink - resistant reinforced endotracheal tube with detachable universal connector is commonly used for submental intubation . 
 herein , we report cases involving submental intubation using a reinforced endotracheal tube with a non - detachable universal connector in patients with complex maxillofacial injuries . ","intubation, submental, connector, detachable, reinforced"
" fixed drug eruptions ( fde ) are the common dermatological adverse drug reaction accounts for 1621% of all cutaneous drug reactions in india . 
 drugs most frequently implicated in fde are antimicrobials , anticonvulsants , and nonsteroidal antiinflammatory drugs . here , we report a rare case of bullous fde due to ciprofloxacin followed by ofloxacin administration . ","fde, drug, drugs, ofloxacin, antiinflammatory"
" sexual competition has selected a number of extreme phenotypes like the tail ornament of peacock male . 
 sperm tail of drosophilidae elongate up to 6 cm as a result of evolutionary selection for reproductive fitness among competing sperms . 
 sperm elongation takes place post meiotically and can proceed in the absence of an axoneme . here , we used primary cultures of elongating spermatids of d. melanogaster to demonstrate that sperm elongation is driven by interdependent extension of giant mitochondria and microtubule array that is formed around the mitochondrial surface . this work 
 established that , in addition to functioning as an energy source , mitochondria can serve as internal skeleton for shaping cell morphology . ","sperm, elongation, tail, mitochondria, shaping"
" aim : the aim of the study was to investigate the effects of different interface materials and curing units on color changes in a resin cement material.materials and methods : three interface materials and different curing systems , quartz - tungsten - halogen and polywave and monowave light - emitting diode ( led ) light curing units , were studied at two - time intervals . 
 polystyrene strip was used as a control group . 
 all measurements were made on a white background for standard color measurement . according to the cie l*a*b * color space , the baseline color values of each specimen were measured . 
 differences between the measurements were calculated as e , l , a , and b . data were analyzed using analysis of variance ( anova ) and duncan 's tests (  = 0.05 ) with spss 20.0 software ( spss inc . , 
 chicago , il , usa ) . 
 anova revealed significance for interface materials and curing units and time for e ( p < 0.05).results : interaction between polymerizing units , material and time was not significant ( p > 0.05 ) . 
 monowave led exhibited significantly higher color changes than the other units ( [ p < 0.05 ] [ e 2.94  0.44 ] ) . 
 qth promoted composite specimens significantly less color change ( [ p < 0.05 ] [ e 0.87  0.41]).conclusion : this study concluded that color of resin cement used in the adhesion of indirect restorations was affected by curing device light and indirect restoration material type . ","color, curing, units, 05, interface"
" purpose : comparison of the rates of posterior capsule rupture ( pcr ) associated with conventional versus a reverse method of teaching phacoemulsification.methods:trainees were taught conventional ( start - to - finish ) phacoemulsification beginning with an incision ( tunnel construction ) to capsulorhexis , sculpting , nucleus cracking , segment removal , cortex aspiration , intraocular lens implantation , and viscoelastic removal . in the reverse method , after incision and capsulorhexis , the trainees were progressively taught viscoelastic wash , cortex aspiration , segment removal , nucleus cracking , sculpting , and intraocular lens implantation . 
 trainees from a tertiary eye care centre were classified as beginners , for their first 30 cases and then trainees for their next 70 surgeries . 
 data were collected on posterior capsular rent and vitreous loss during each step of training.results:thirty-two ophthalmic surgeons learning phacoemulsification surgery on 609 cataracts cases were supervised by 3 trainers . 
 fifteen beginners performed 287 surgeries using the conventional method , and 17 beginners performed 322 surgeries with the reverse method . 
 the incidence of pcr was 18/287 ( 6.2% ) with the conventional method and 15/322 ( 4.6% ) with the reverse method ( p = 0.38 ) . 
 pcr occurred during cortex aspiration ( 8/287 , 2.8% ) and segment removal ( 5/287 , 1.7% ) in the conventional method . 
 pcr occurred during nucleus cracking , segment removal , and cortex aspiration ( 4/322 surgeries for each step , 1.2% ) . in the follow , 70 cases ( trainees ) there was no difference in pcr with either method ( 4.7% vs. 4.3% , p = 0.705).conclusion : conventional and reverse method for training phacoemulsification were both safe in a supervised setting . ","method, trainees, reverse, conventional, 287"
" this study examines the enactment effect in early alzheimer 's disease using a novel working memory task . 
 free recall of action - object instruction sequences was measured in individuals with alzheimer 's disease ( n = 14 ) and older adult controls ( n = 15 ) . 
 instruction sequences were read out loud by the experimenter ( verbal - only task ) or read by the experimenter and performed by the participants ( subject - performed task ) . in both groups and for all sequence lengths 
 , recall was superior in the subject - performed condition than the verbal - only condition . 
 individuals with alzheimer 's disease showed a deficit in free recall of recently learned instruction sequences relative to older adult controls , yet both groups show a significant benefit from performing actions themselves at encoding . 
 the subject - performed task shows promise as a tool to improve working memory in early alzheimer 's disease . ","task, alzheimer, instruction, subject, recall"
" afibrinogenemia is a rare autosomal recessive bleeding disorder with an estimated prevalence of 1:1,000,000 . 
 usual presentation of this disorder is spontaneous bleeding , bleeding after minor trauma and excessive bleeding during interventional procedures . 
 paradoxically , few patients with afibrinogenemia may also suffer from severe thromboembolic complications . 
 the management of these patients is particularly challenging because they are not only at risk of thrombosis but also of bleeding . 
 we are presenting a case of 33-year - old male patient of congenital afibrinogenemia who had two episodes myocardial infarction in a span of two years . 
 the patient was managed conservatively with antiplatelet therapy and thrombolytic therapy was not given due to high risk for bleeding . ","bleeding, afibrinogenemia, 000, disorder, therapy"
" mesenteric pseudocyst is rare . 
 this term is used to describe the abdominal cystic mass , without the origin of abdominal organ . 
 we presented a case of mesenteric pseudocyst of the small bowel in a 70-year - old man . 
 esophago - gastro - duodenoscopy showed a 3.5 cm sized excavated lesion on the posterior wall of angle . 
 endocopic biopsy confirmed a histologic diagnosis of the poorly differentiated adenocarcinoma , which includes the signet ring cell component . 
 abdominal computed tomography scan showed a focal mucosal enhancement in the posterior wall of angle of the stomach , a 2.4 cm sized enhancing mass on the distal small bowel loop , without distant metastases or ascites in rectal shelf , and multiple gallbladder stones . 
 the patient underwent subtotal gastrectomy with gastroduodenostomy , segmental resection of the small bowel , and cholecystectomy . 
 the final pathological diagnosis was mesenteric pseudocyst . 
 this is the first case report describing incidentally detected mesenteric pseudocyst of the small bowel in gastric cancer patients . ","pseudocyst, mesenteric, bowel, small, abdominal"
